1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,27,11,16,11,24,12,23,13,16,13,22,14,21,15,18,15,20,16,25,17,26,19,26,20,25,22,25,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,25,11,16,11,24,12,23,13,16,13,22,14,21,15,18,15,20,16,27,17,26,19,26,20,27,22,27,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,25,11,16,11,26,12,27,13,16,13,22,14,21,15,18,15,20,16,23,17,24,19,24,20,23,22,27,23,26
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,23,11,16,11,24,12,25,13,16,13,26,14,27,15,18,15,20,16,21,17,22,19,22,20,27,21,24,21,26
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,27,11,16,11,26,12,25,13,16,13,24,14,23,15,18,15,22,16,21,17,20,19,22,20,27,21,24,21,26
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,21,11,16,11,22,12,23,13,16,13,24,14,25,15,18,15,26,16,27,17,20,19,26,20,27,22,27,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,21,11,16,11,22,12,23,13,16,13,24,14,27,15,18,15,26,16,25,17,20,19,26,20,25,22,25,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,18,8,17,10,17,10,21,11,16,11,22,12,27,13,16,13,26,14,25,15,18,15,24,16,23,17,20,19,24,20,23,22,27,23,26
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,22,8,23,10,23,10,25,11,16,11,26,12,27,13,16,13,18,14,19,15,20,15,22,16,23,17,20,17,24,17,26,18,27,21,24
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,24,8,23,10,21,10,23,11,16,11,20,12,19,13,16,13,18,14,27,15,24,15,26,16,23,17,20,17,22,17,26,18,27,22,25
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,26,8,25,10,23,10,25,11,16,11,22,12,21,13,16,13,20,14,19,15,18,15,26,16,25,17,20,17,22,17,24,18,27,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,26,8,27,10,23,10,27,11,16,11,22,12,21,13,16,13,20,14,19,15,18,15,26,16,27,17,20,17,22,17,24,18,25,24,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,20,8,21,10,21,10,23,11,16,11,24,12,25,13,16,13,26,14,27,15,18,15,20,16,21,17,22,17,24,17,26,18,27,19,22
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,24,8,25,10,25,10,27,11,16,11,18,12,19,13,16,13,20,14,21,15,22,15,24,16,25,17,20,17,22,17,26,18,27,23,26
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,22,8,21,10,19,10,21,11,16,11,18,12,27,13,16,13,26,14,25,15,22,15,24,16,21,17,20,17,24,17,26,18,27,20,23
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,20,8,19,10,19,10,27,11,16,11,26,12,25,13,16,13,24,14,23,15,20,15,22,16,19,17,22,17,24,17,26,18,21,18,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,16,6,15,7,26,8,27,10,19,10,27,11,16,11,20,12,21,13,16,13,22,14,23,15,24,15,26,16,27,17,20,17,22,17,24,18,25,18,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,18,6,15,7,16,8,17,10,17,10,25,11,18,11,26,12,27,13,18,13,20,14,21,15,18,15,22,16,23,17,24,19,22,19,24,19,26,20,27
1,6,1,14,2,5,2,13,3,12,4,9,4,11,5,8,5,18,6,15,7,16,8,17,10,17,10,23,11,18,11,22,12,21,13,18,13,20,14,27,15,18,15,26,16,25,17,24,19,22,19,24,19,26,20,27
